3,2589,6664
3,2567,6646
3,2589,6644
1,2567,6642
1,2567,6643
2,5679,6616
2,3679,6616
2,3679,6615
2,2567,6626
2,2347,6626
2,5679,6624
1,2347,6624
3,5679,6625
3,3679,6625
3,2347,6636
1,5679,6634
1,2567,6632
2,2589,6633
2,2347,6633
2,2589,6654
3,3679,6654
2,5679,6655
3,2567,6466
4,2459,6466
3,2589,6464
3,2567,6464
2,2589,6462
2,2567,6462
2,2589,6463
3,5679,6446
2,2589,6446
3,2567,6444
3,2459,6444
1,2459,6442
2,5679,6416
1,5679,6413
2,5679,6415
2,3679,6415
2,5679,6423
2,2567,6423
2,2567,6436
2,2347,6432
2,5679,6435
2,2679,6435
3,5679,6456
3,2459,6456
1,2589,6455
2,3679,6455
1,2567,6164
1,2567,6165
1,2567,6146
1,2567,6144
2,2589,6266
2,1468,6266
3,2589,6264
2,2567,6264
2,2459,6264
1,1468,6264
2,2459,6265
3,2567,6246
1,1468,6246
2,2589,6245
2,2459,6216
2,2459,6226
2,2459,6225
2,2459,6235
2,2459,6256
2,2589,6254
3,2567,6254
1,2459,6254
1,2459,6255
3,2459,6366
1,5679,6364
2,5679,6344
3,2459,6345
1,2459,6316
1,5679,6324
1,5679,6325
3,5679,6566
3,2567,6566
3,2459,6566
3,1468,6566
3,5679,6564
3,2567,6564
3,2459,6564
3,2567,6561
3,2567,6562
3,5679,6565
3,5679,6546
2,2459,6546
2,5679,6544
3,2589,6544
1,2567,6543
2,2459,6543
1,2459,6516
2,2459,6514
2,2459,6524
2,2347,6523
3,5679,6525
3,2459,6536
2,2589,6534
2,2459,6534
1,2567,6532
1,2347,6532
2,5679,6556
3,2589,6556
3,2459,6556
3,1468,6556
3,2347,6554
2,2459,6554
2,1468,6554
2,2347,6552
2,2589,6555
2,2459,6555
2,2567,4666
3,2368,4666
3,1278,4666
2,4589,4666
2,2589,4664
2,2368,4664
2,2689,4664
3,3679,4664
2,4569,4664
3,4679,4664
1,3679,4662
2,1235,4662
2,2589,4663
1,2567,4663
2,3679,4663
2,1268,4663
3,2679,4665
3,3679,4665
2,1689,4665
3,4589,4665
3,2368,4646
3,2348,4646
3,1278,4646
3,1268,4646
2,4689,4646
3,2567,4644
3,3679,4644
3,1235,4644
3,1689,4644
3,1679,4644
3,4689,4644
2,2368,4642
2,1235,4642
2,2589,4643
1,2567,4643
2,1278,4643
2,1679,4643
3,2348,4645
2,1349,4645
3,1689,4645
2,2679,4614
3,2348,4626
2,3679,4626
1,1278,4626
2,4678,4626
2,4679,4626
1,2348,4624
2,1278,4624
2,1245,4624
2,1679,4624
1,2345,4622
2,1245,4622
1,1679,4623
1,2689,4625
1,1278,4625
2,1349,4625
1,1679,4625
2,2368,4636
2,1245,4636
1,1679,4636
2,5789,4634
2,2589,4634
2,2679,4634
3,1245,4634
2,1679,4634
2,4679,4634
2,1245,4632
2,1349,4635
2,1689,4635
3,2689,4656
3,1278,4656
3,1268,4656
3,2368,4654
2,2689,4654
3,3679,4654
2,1268,4654
2,1245,4654
3,1235,4652
2,1245,4652
1,2567,4653
2,2368,4653
2,2589,4655
3,3679,4655
2,1245,4655
3,4569,4655
1,2368,4466
2,2689,4466
2,2679,4466
2,1278,4466
2,1679,4466
3,4569,4466
2,2589,4464
3,2689,4464
3,1235,4464
3,1689,4464
3,1679,4464
3,4589,4464
3,4679,4464
2,2567,4462
2,1235,4462
1,2368,4463
2,1235,4463
2,5789,4465
2,2679,4465
3,1689,4465
3,4679,4465
2,2689,4446
2,3579,4446
3,1268,4446
3,1468,4446
3,4679,4446
3,2478,4444
3,1349,4444
3,1679,4444
3,4589,4444
3,4569,4444
2,2679,4442
2,2679,4443
3,2478,4443
2,1235,4443
2,1679,4443
3,4679,4443
3,2589,4445
2,2348,4445
3,2689,4445
2,3679,4445
3,1245,4445
3,4589,4445
3,1679,4414
3,4679,4414
2,3679,4426
2,1278,4426
1,4679,4426
2,2345,4424
2,2478,4424
3,1235,4424
2,1268,4424
3,1679,4424
2,4679,4424
3,1235,4422
1,2679,4423
1,1679,4423
2,1235,4425
2,1245,4425
2,1679,4425
1,2689,4436
2,2478,4436
2,1268,4436
1,1679,4436
1,4679,4436
2,2567,4434
1,2679,4434
2,2478,4434
3,1268,4434
3,1245,4434
3,1679,4434
3,4689,4434
2,1349,4433
2,2689,4435
2,1689,4435
2,2345,4456
1,3679,4456
2,1235,4456
2,1278,4456
2,1349,4456
2,4589,4456
2,2589,4454
3,2567,4454
3,2368,4454
3,2345,4454
3,1278,4454
3,1349,4454
3,4589,4454
3,4569,4454
2,2567,4452
2,1235,4452
2,1245,4452
2,1235,4453
2,1349,4453
2,2589,4455
2,1245,4455
3,4589,4455
2,4569,4455
2,5789,4166
2,5789,4164
2,4589,4164
2,2567,4161
3,4589,4146
3,5789,4144
1,5789,4136
1,5789,4134
2,5789,4156
2,2567,4156
2,4589,4156
2,2567,4151
3,1245,4152
1,2567,4153
2,4589,4155
3,2478,4266
3,1235,4266
3,1679,4264
1,1468,4264
2,1235,4262
2,5789,4265
2,1679,4265
2,1278,4246
2,1245,4246
3,1679,4246
2,1349,4244
1,1468,4244
2,2345,4242
2,2345,4243
1,2478,4243
2,5789,4245
2,2679,4245
2,1679,4245
3,4569,4245
1,2478,4213
1,2478,4215
2,1245,4226
2,1679,4226
2,1278,4224
2,1245,4224
3,1349,4224
3,1349,4225
2,2345,4236
1,2589,4234
1,1245,4234
1,1245,4232
3,2368,4256
3,2348,4256
2,2478,4256
2,1679,4256
2,4569,4256
2,2589,4254
2,2348,4254
2,2345,4254
2,1268,4254
3,1679,4254
2,4569,4254
2,1245,4252
1,2478,4253
2,2478,4255
2,1235,4255
2,2569,4366
3,1278,4366
2,2589,4364
2,1268,4364
2,5789,4365
2,1235,4346
2,1278,4346
3,2589,4344
3,2679,4344
3,3679,4344
1,1679,4344
2,2478,4343
2,5789,4345
2,2689,4345
2,1235,4345
1,2679,4315
1,1679,4324
1,1245,4322
1,2679,4325
1,1245,4325
1,1679,4325
1,2679,4336
2,1268,4336
2,2679,4334
3,1268,4334
3,2679,4335
1,1278,4356
1,1268,4356
1,1245,4356
3,1268,4354
1,1235,4352
1,1245,4352
2,1235,4353
2,1235,4355
2,1245,4355
3,1679,4355
3,2689,4566
3,1468,4566
2,2589,4564
3,2368,4564
3,2689,4564
3,2478,4564
3,3679,4564
3,1679,4564
3,1468,4564
1,2589,4562
2,1235,4562
2,2368,4563
3,5789,4565
2,2589,4565
3,2567,4565
3,2689,4565
1,2589,4546
1,2689,4546
1,2679,4546
3,1268,4546
3,1468,4546
3,4689,4546
3,5789,4544
3,2368,4544
3,2345,4544
3,2689,4544
3,2478,4544
3,1268,4544
3,1468,4544
2,2478,4542
2,1235,4542
2,2478,4543
2,2589,4545
3,2345,4545
3,3679,4545
3,1278,4545
3,1689,4545
3,4589,4545
3,2679,4514
3,2679,4515
2,2478,4526
1,3679,4526
2,1245,4526
1,1679,4526
3,2368,4524
1,2345,4524
3,2679,4524
3,2478,4524
2,1268,4522
3,1245,4522
1,2348,4525
2,2679,4525
2,1235,4525
3,1245,4525
3,1679,4525
1,2689,4536
1,2478,4536
1,1278,4536
3,1245,4536
1,4679,4536
2,2478,4534
2,1245,4534
3,1689,4534
3,1679,4534
3,4679,4534
3,1245,4532
2,2478,4533
2,1349,4533
3,2345,4535
3,2368,4556
1,3679,4556
3,1468,4556
1,4589,4556
3,2589,4554
3,2368,4554
3,1468,4554
3,2345,4552
2,2368,4553
2,1235,4553
2,1689,4553
3,5789,4555
3,2589,4555
3,3679,4555
3,1235,4555
3,4589,4555
1,2567,2666
1,2567,2663
3,3679,2665
3,2569,2646
2,4678,2646
3,2567,2645
3,3679,2645
3,2567,2624
1,2347,2636
1,2569,2634
1,2567,2632
3,2347,2656
3,4678,2656
3,4678,2654
3,2569,2655
3,2567,2465
1,2569,2446
2,2569,2444
3,2567,2444
3,4678,2444
2,2567,2442
3,2567,2424
2,3579,2424
2,4678,2424
1,4679,2434
1,2347,2456
1,1247,2451
2,1235,2455
1,2567,2161
1,2567,2145
1,1247,2124
1,1247,2133
1,2567,2156
1,2567,2152
2,1235,2366
1,1235,2365
1,1247,2334
1,1235,2354
1,2569,2566
2,2567,2564
2,2569,2562
2,2567,2562
2,1235,2565
2,1468,2546
3,1235,2544
2,1247,2524
1,2347,2536
1,2567,2534
3,1247,2554
2,1235,2552
2,1235,2555
2,4569,3664
1,4569,3646
3,1367,3644
2,2345,3641
1,2347,3626
2,2347,3636
3,1569,3634
2,6789,3634
2,2347,3633
2,6789,3633
2,2347,3635
2,1569,3635
1,2347,3656
1,4569,3656
1,4789,3654
2,4569,3445
1,1569,3436
1,4569,3436
3,1569,3434
2,1569,3435
2,4569,3435
1,1367,3451
2,1367,3453
2,1569,3455
2,4569,3455
1,4789,3244
1,6789,3245
2,1356,3226
1,6789,3236
1,6789,3234
2,1356,3546
1,1367,3524
2,2347,3533
3,1567,5666
3,1235,5666
3,1356,5666
2,6789,5666
2,4589,5666
2,1356,5664
2,1368,5664
3,6789,5664
3,4789,5664
2,1567,5662
1,1268,5662
2,1357,5662
1,4569,5662
2,3678,5663
2,1567,5663
2,3678,5665
3,1567,5665
3,1234,5665
3,4589,5665
3,4789,5665
3,2345,5646
3,1567,5646
3,1268,5646
3,1357,5646
3,1349,5646
2,3678,5644
3,1278,5644
2,1356,5644
2,1367,5644
2,6789,5644
3,4589,5644
3,4789,5644
2,2345,5641
2,1567,5641
2,1367,5642
1,1567,5643
1,1368,5643
2,6789,5643
3,1234,5645
3,1268,5645
3,6789,5645
3,4589,5645
2,3678,5616
1,1357,5616
3,1378,5616
3,2345,5626
1,2349,5626
2,1278,5626
3,1356,5626
2,2348,5624
2,2345,5624
1,2349,5624
1,1268,5624
2,1356,5624
1,2345,5621
2,4569,5622
1,2347,5623
2,1567,5623
1,1368,5623
2,2345,5625
3,1349,5625
2,4569,5625
2,2349,5636
2,3678,5636
2,1567,5636
2,2348,5634
1,2349,5634
2,1569,5634
2,4569,5634
2,4789,5634
2,4679,5634
2,1567,5633
2,3678,5635
3,1569,5635
2,4589,5635
2,4789,5635
3,2345,5656
3,2347,5656
2,1569,5656
2,1278,5656
3,1378,5656
2,1689,5656
3,4589,5656
2,2348,5654
1,2347,5654
2,3678,5654
2,1367,5654
2,4789,5654
3,4689,5654
2,2345,5651
2,1367,5652
2,2345,5653
2,2347,5653
2,3678,5653
3,5789,5655
2,3678,5655
2,1569,5655
3,1567,5655
3,1245,5655
3,4569,5655
3,4789,5655
3,4689,5655
2,5789,5466
3,1235,5466
2,1469,5466
2,6789,5466
3,2569,5464
3,2478,5464
3,1235,5464
3,1268,5464
3,1357,5464
2,1356,5464
2,6789,5464
3,4589,5464
2,4679,5464
2,1567,5461
1,2569,5462
2,1357,5462
2,1234,5463
2,1357,5463
2,6789,5463
3,5789,5465
3,1569,5465
3,1268,5465
2,1356,5465
2,4589,5465
2,4679,5465
2,2348,5446
3,1569,5446
3,6789,5446
3,4789,5446
3,2478,5444
3,1569,5444
3,1278,5444
3,1268,5444
3,1367,5444
3,6789,5444
3,4789,5444
2,1567,5441
2,1367,5441
3,3579,5445
2,4569,5445
1,1278,5416
2,1278,5414
3,4679,5414
1,1357,5412
1,3678,5413
2,3678,5415
2,2345,5426
1,2349,5426
2,2478,5426
1,1278,5426
2,2348,5424
3,2349,5424
2,1278,5424
3,1268,5424
3,1378,5424
2,1567,5422
2,1245,5422
2,5789,5425
2,2349,5425
2,1245,5425
3,1378,5425
2,2569,5436
2,2478,5436
1,4789,5436
2,2569,5434
3,2345,5434
3,2349,5434
3,2347,5434
3,4589,5434
2,4789,5434
1,2345,5431
1,1567,5431
2,2347,5433
2,6789,5433
3,2569,5435
2,2345,5435
2,1567,5435
2,1245,5435
2,4589,5435
2,4569,5435
2,4789,5435
2,4679,5435
3,5789,5456
2,1235,5456
3,1367,5456
2,4589,5456
2,4569,5456
3,4689,5456
3,5789,5454
3,1235,5454
2,1278,5454
3,1268,5454
2,1356,5454
2,1378,5454
3,4569,5454
3,4789,5454
2,2345,5451
1,1567,5451
2,1367,5451
1,1567,5452
1,1234,5452
2,2347,5453
2,1247,5453
2,1689,5453
2,5789,5455
3,2349,5455
2,3678,5455
2,1569,5455
2,1234,5455
3,1378,5455
3,1349,5455
2,1469,5455
2,6789,5455
